"Lemma","LemmaSort","POS","PrincipalParts","ShortDefinition"
"μεταβαίνω","μεταβαινω","verb","μεταβήσομαι, ―, μεταβέβηκα, ―, ―","pass over; pass from one subject to another; pass from one state to another, change; make a transition; pass to another; go after, follow; carry over"
"μεταβάλλω","μεταβαλλω","verb","―, ―, ―, ―, ―","throw into a different position, turn quickly; turn about, change, alter; translate; stir; undergo a change; vary; change one's course; turn round, shift; cause to be removed; order to be paid, remit; change what is one's own; exchange; turn oneself, turn about; change one's purpose; turn"
"μετάγω","μεταγω","verb","―, ―, ―, ―, ―","convey from one place to another, transfer; translate; derive; to be borrowed; go by a different route, change one's course"
"μεταδίδωμι","μεταδιδωμι","verb","―, ―, ―, ―, ―","give part of, give a share; distribute; communicate"
"μετάθεσις","μεταθεσισ","noun","μεταθέσεως","change of position, transposition; change; exchange, barter; plagiarism; power"
"μεταίρω","μεταιρω","verb","―, ―, ―, ―, ―","lift up and remove, shift; repeal; depart"
"μετακαλέω","μετακαλεω","verb","μετακαλέσω, ―, ―, ―, ―","recall; summon; call"
"μετακινέω","μετακινεω","verb","―, ―, ―, ―, ―","shift, remove; change, alter"
"μεταλαμβάνω","μεταλαμβανω","verb","―, ―, ―, ―, ―","have; participate in; have part in, share; receive notice; understand; receive in succession; come after, come on; take instead, take in exchange, substitute; to be changed; to be transferred, conveyed; to be changed, altered; take words in another sense; translate, interpret; proposition substituted"
"μετάλημψις","μεταλημψισ","noun","μεταλήμψεως","participation; concurrence; is shared by; alternation; succession; taking; use of one word for another; objection, counterplea; substitution; change of construction; translation, rendering; transference; reflex"
"μεταλλάσσω","μεταλλασσω","verb","―, ―, ―, ―, ―","change, alter; exchange; take in exchange, adopt, assume; exchange by leaving, quit; undergo a change, change; substitute, transfer"
"μεταμέλομαι","μεταμελομαι","verb","―, μεταμεληθήσομαι, ―, ―, μεταμεληθήσομαι","feel repentance, regret; they repented that; repent at; change one's purpose; that which will cause regret, matter for future repentance"
"μεταμορφόω","μεταμορφοω","verb","―, μεταμορφωθήσομαι, ―, ―, μεταμορφωθήσομαι","transform"
"μετανοέω","μετανοεω","verb","μετανοήσω, ―, ―, ―, ―","perceive afterwards; change one's mind; repent; repent of"
"μετάνοια","μετανοια","noun","μετανοίας","change of mind; afterthought, correction"
"μεταξύ","μεταξυ","adv",NA,"in the midst; betwixt, between; between-whiles, meanwhile; after, afterwards; intermediate; the difference; neuter gender; between; in the opening of; meanwhile"
"μεταξύ","μεταξυ","prep",NA,"in the midst; betwixt, between; between-whiles, meanwhile; after, afterwards; intermediate; the difference; neuter gender; between; in the opening of; meanwhile"
"μεταπέμπω","μεταπεμπω","verb","―, μεταπεμφθήσομαι, ―, ―, μεταπεμφθήσομαι","send after; summon"
"μεταστρέφω","μεταστρεφω","verb","―, μεταστραφήσομαι, ―, ―, μεταστραφήσομαι","turn about, turn round; turn round, retort; twist; misrepresent; use; turn another way, change one's ways; turn so as to punish; care for, regard"
"μετασχηματίζω","μετασχηματιζω","verb","μετασχηματίσω, ―, ―, ―, ―","change the form of; transfer as in a figure; change the posture of; change"
"μετατίθημι","μετατιθημι","verb","―, μετατεθήσομαι, ―, ―, μετατεθήσομαι","place among; place differently; transpose, change the place of; alter; change, alter; change what is one's own; change to; transfer one's; change one's mind and determine; turning; to be changed, alter"
"μετατρέπω","μετατρεπω","verb","―, μετατραπήσομαι, ―, ―, μετατραπήσομαι","overthrow; turn back; change; turn oneself round, turn round; look back to, care for, show regard for"
"μετέπειτα","μετεπειτα","adv",NA,"afterwards, thereafter"
"μετέχω","μετεχω","verb","―, ―, μετέσχηκα, ―, ―","partake of, share in; to be in; have some knowledge; to be a partner; participate in; share in"
"μετεωρίζω","μετεωριζω","verb","―, ―, ―, ―, ―","raise to a height; attain considerable height; buoy up, elevate"
"μετοικεσία","μετοικεσια","noun","μετοικεσίας","captivity"
"μετοικίζω","μετοικιζω","verb","μετοικιῶ, ―, ―, ―, ―","lead settlers to another abode"
"μετοχή","μετοχη","noun","―","sharing, participation; joint possession; partaking; partnership; participle; compactness"
"μέτοχος","μετοχοσ","adj","―, ―","sharing in, partaking of; partner, accomplice in; member of a board; joint owner"
"μετρέω","μετρεω","verb","―, μετρηθήσομαι, ―, ―, μετρηθήσομαι","measure; count; measure out; deliver, pay; moderate"
"μετρητής","μετρητησ","noun","μετρητοῦ","measurer; *Mens"
"μετριοπαθέω","μετριοπαθεω","verb","―, ―, ―, ―, ―","feel moderately, bear reasonably with"
"μέτριος","μετριοσ","adv",NA,"within measure, moderate; of average height; a reasonable number of; moderate; tolerable; proportionate, fitting; enjoying 'middling' health; moderately, within due limits; enough; modestly, temperately; to be in 'middling' health"
"μέτρον","μετρον","noun","μέτρου","that by which anything is measured; measure, rule; measure, divisor; measure of content; any space measured; limit, goal; due measure; checks; metre; verses"
"μέτωπον","μετωπον","noun","μετώπου","the space between the eyes; front, face; margin; the reed"
"μέχρι","μεχρι","conj",NA,"as far as; even to, as far as; long; so far as; up to, about, nearly; until; as long as, whilst"
"μέχρι","μεχρι","prep",NA,"as far as; even to, as far as; long; so far as; up to, about, nearly; until; as long as, whilst"
"μή","μη","negation",NA,"mā´; will; take care you do; nay but; that so; lest; except; D Deor; whoever; forbid, deny; swear, aver, believe; ut qui nihil sciam; want of; fear; shall proveto be; not; help being"
"μήγε","μηγε","adv",NA,"mā´; will; take care you do; nay but; that so; lest; except; D Deor; whoever; forbid, deny; swear, aver, believe; ut qui nihil sciam; want of; fear; shall proveto be; not; help being"
"μηδαμῶς","μηδαμωσ","adv",NA,"not even one"
"μηδέ","μηδε","adv",NA,"and not; not even, not either"
"μηδέ","μηδε","conj",NA,"and not; not even, not either"
"μηδέ","μηδε","negation",NA,"and not; not even, not either"
"μηδείς","μηδεισ","adj","μηδεμία, μηδέν","not one, not even one, nobody; not even one; nobody, naught, good for naught; not at all, by no means"
"μηδέποτε","μηδεποτε","adv",NA,"never; and never"
"μηδέπω","μηδεπω","adv",NA,"nor as yet, not as yet"
"Μῆδος","μηδοσ","noun","Μήδου","Mede, Median"
"μηκέτι","μηκετι","adv",NA,"no more, no longer, no further"
"μῆκος","μηκοσ","noun","―","length; height; in linear measurement; long; greatness, magnitude; longitude; first line of phalanx"
"μηκύνω","μηκυνω","verb","―, ―, ―, ―, ―","lengthen, prolong; delay, put off; spin out; raise a loud; lengthen; multiply by a fresh factor; reared a tall"
"μηλωτή","μηλωτη","noun","μηλωτῆς","sheepskin, any rough woolly skin"
"μήν","μην","noun","μηνός","verily, truly; now verily, full surely; here comes; truly; above all; of a truth; well; nor yet indeed"
"μήν","μην","ptcl",NA,"verily, truly; now verily, full surely; here comes; truly; above all; of a truth; well; nor yet indeed"
"μηνύω","μηνυω","verb","―, μηνυθήσομαι, ―, ―, μηνυθήσομαι","disclose what is secret, reveal; show; inform; inform, lay information against"
"μήποτε","μηποτε","adv",NA,"never, on no account; perhaps; lest ever"
"μήποτε","μηποτε","conj",NA,"never, on no account; perhaps; lest ever"
"μήποτε","μηποτε","ptcl",NA,"never, on no account; perhaps; lest ever"
"μήπω","μηπω","adv",NA,"not yet; lest yet"
"μηρός","μηροσ","noun","μηροῦ","thigh; thigh-bone; leg-bones"
"μήτε","μητε","conj",NA,"and not"
"μήτηρ","μητηρ","noun","μητρός","mother; origin"
"μήτι","μητι","ptcl",NA,"mā´; will; take care you do; nay but; that so; lest; except; D Deor; whoever; forbid, deny; swear, aver, believe; ut qui nihil sciam; want of; fear; shall proveto be; not; help being"
"μήτιγε","μητιγε","adv",NA,"mā´; will; take care you do; nay but; that so; lest; except; D Deor; whoever; forbid, deny; swear, aver, believe; ut qui nihil sciam; want of; fear; shall proveto be; not; help being"
"μήτρα","μητρα","noun","μήτρας","womb; matrix; source, origin; core, heart-wood; diseased condition; queen-wasp; bolts; register of house-property"
"μητρολῴας","μητρολωασ","noun","μητρολῴου","striking one's mother"
"μιαίνω","μιαινω","verb","―, μιανθήσομαι, ―, μεμίαμαι, μιανθήσομαι","stain, dye; stain, sully; taint, defile"
"μίασμα","μιασμα","noun","μιάσματος","stain, defilement; that which defiles, pollution"
"μιασμός","μιασμοσ","noun","μιασμοῦ","scandal, crime"
"μίγμα","μιγμα","noun","μίγματος","mixture, compound"
"μίγνυμι","μιγνυμι","verb","―, ―, ―, μέμιγμαι, ―","mix; join, bring together; join; bring into connexion with, make acquainted with; to be mixed up with, mingled among; to be mixed; to be brought into contact with; mix in fight; have intercourse with"
"μικρός","μικροσ","adj","μικρά, μικρόν","small, little; short; petty, trivial, slight; young; but little; within a little, almost; by a little; a little; but a little; into small pieces; within a little; mīca, mīcidus"
"Μίλητος","μιλητοσ","noun","Μιλήτου","Miletus"
"μίλιον","μιλιον","noun","μιλίου","a Roman mile"
"μιμέομαι","μιμεομαι","verb","―, ―, ―, ―, ―","imitate, represent, portray; represent, express by means of imitation"
"μιμητής","μιμητησ","noun","μιμητοῦ","imitator; artist; mere actor, impostor"
"μιμνῄσκω","μιμνησκω","verb","―, μνησθήσομαι, ―, μέμνησμαι, μνησθήσομαι","remind, put in mind; recalled; remind oneself of; let him remember that; with good heed, let him remember; make mention of; give heed to"
"μισέω","μισεω","verb","μισήσω, ―, μεμίσηκα, μεμίσημαι, ―","hate"
"μισθαποδοσία","μισθαποδοσια","noun","μισθαποδοσίας","payment of wages, recompense"
